device_ean,p_size
ZIV0034870852,3.875152883496159e-7
ZIV0034870849,3.875152883496159e-7
ZIV0034870759,0.14815658065817552
ZIV0034870873,4.009998720206212
ZIV0046926322,5.308188914025235
ZIV0034870760,0.14815658065817552
ZIV0034866640,5.308188914025222
?0053032789,3.875152883496159e-7
ZIV0034831842,5.308188914025206
ZIV0034870870,4.009998720206212
ZIV0034870872,4.009998720206212
ZIV0034870797,3.875152883496159e-7
ZIV0036295077,5.308188914025212
SOG0020028022,4.009998720206212
ZIV0034870853,3.875152883496159e-7
ZIV0034870798,3.875152883496159e-7
ZIV0034870869,4.009998720206212
ZIV0034870871,4.009998720206212
ZIV0034831840,5.308188914025235
ZIV0034870796,3.875152883496159e-7
ZIV0034870768,0.14815658065817552
ZIV0036309422,5.308188914025214
ZIV0034870790,3.875152883496159e-7
ZIV0034870878,4.009998720206212
ZIV0034870791,3.875152883496159e-7
ZIV0034870789,3.875152883496159e-7
ZIV0034870868,4.009998720206234
ZIV0036299204,4.009998720206212
ZIV0034870763,0.14815658065817552
ZIV0034870851,3.875152883496159e-7
ZIV0034831839,5.308188914025235
ZIV0034870529,4.009998720206212
ZIV0036299157,3.875152883496159e-7
ZIV0034870854,3.875152883496159e-7
ZIV0034870667,4.009998720206234
ZIV0034870874,4.009998720206234
ZIV0034904071,0.14815658065817552
ZIV0034831848,5.308188914025214
ZIV0034870857,3.875152883496159e-7
ZIV0034870794,4.009998720206212
ZIV0034870767,0.14815658065817552
ZIV0034831926,5.308188914025213
ZIV0034904065,0.14815658065817552
ZIV0046973494,5.308188914025219
ZIV0036298633,0.14815658065817552
ZIV0034870764,0.14815658065817552
ZIV0050039332,5.308188914025212
ZIV0034831847,5.308188914025222
ZIV0034904067,0.14815658065817552
ZIV0034870765,0.14815658065817552
ZIV0034870877,4.009998720206212
ZIV0034870766,0.14815658065817552
ZIV0034831841,5.308188914025222
ZIV0034904073,0.14815658065817552
ZIV0034831846,5.308188914025212
ZIV0036299208,4.009998720206209
ZIV0034870762,0.14815658065817552
ZIV0040637218,1.3906659753305724e-7
ZIV0034904064,0.14815658065817552
ZIV0034870855,3.875152883496159e-7
ZIV0034904066,0.14815658065817552
ZIV0034904069,0.14815658065817552
ZIV0034679116,5.308188914025222
ZIV0034831844,5.308188914025213
ZIV0034904070,0.14815658065817552
ZIV0046916800,3.875152883496159e-7
ZIV0047741005,0.14815658065817552
ZIV0034870858,3.875152883496159e-7
ZIV0034870793,4.009998720206234
ZIV0034831924,5.308188914025235
ZIV0034870792,4.009998720206234
ZIV0034831845,5.308188914025212
ZIV0034870876,4.009998720206209
ZIV0034870856,3.875152883496159e-7
ZIV0034831843,5.308188914025214
ZIV0036298642,5.308188914025214
ZIV0034870795,4.009998720206212
ZIV0034904072,0.14815658065817552
ZIV0034870850,3.875152883496159e-7
ZIV0034870761,0.14815658065817552
ZIV0034866274,0.22284251783561898
ZIV0034866269,0.22284251783561898
ZIV0034832147,0.19576551845183965
ZIV0034866636,6.245109558875926e-7
ZIV0034866455,3.9644494947045863
ZIV0034866458,3.9644494947045863
ZIV0046923446,3.3982737568498784
ZIV0034854843,0.19576551845183965
ZIV0034866626,5.580978107888728
ZIV0034863069,0.19576551845183965
ZIV0034866450,3.9644494947045863
ZIV0034866345,0.18076217537920117
ZIV0034866254,3.964449494704586
ZIV0034866633,6.245109558875926e-7
ZIV0034866635,6.245109558875926e-7
ZIV0034866623,5.580978107888728
ZIV0036295156,5.580978107888729
ZIV0034866216,0.22284251783561898
ZIV0034866451,3.9644494947045863
ZIV0034866346,0.18076217537920117
ZIV0036295147,0.22284251783561898
ZIV0034866218,0.22284251783561898
ZIV0034866632,6.245109558875926e-7
ZIV0034866634,6.245109558875926e-7
ZIV0034866628,5.580978107888728
ZIV0034866252,3.964449494704586
ZIV0034866705,5.580978107888728
ZIV0046922274,3.3982737568498784
ZIV0040359564,3.3982737568498784
ZIV0046922275,3.3982737568498784
ZIV0034866213,0.22284251783561898
ZIV0034866273,0.19576551845183965
ZIV0036295157,5.580978107888728
ZIV0034866454,3.9644494947045863
ZIV0034684998,0.22284251783561898
ZIV0040359563,3.3982737568498784
ZIV0034866707,5.580978107888729
ZIV0034863072,3.964449494704586
ZIV0034866211,0.22284251783561898
ZIV0034866704,5.580978107888728
ZIV0036295152,0.19576551845183965
ZIV0034866631,6.245109558875926e-7
ZIV0034863220,3.9644494947045863
ZIV0034863071,0.19576551845183965
ZIV0034866272,0.22284251783561898
ZIV0044820003,3.398273756849879
ZIV0034866251,3.964449494704586
ZIV0034866347,0.18076217537920117
ZIV0046921840,3.3982737568498784
ZIV0034866342,0.18076217537920117
ZIV0034866701,5.580978107888728
ZIV0046992311,0.22284251783561898
ZIV0034866348,0.18076217537920117
ZIV0046922276,3.3982737568498784
ZIV0034866637,6.245109558875926e-7
ZIV0040332093,3.3982737568498784
ZIV0034866332,0.19576551845183965
ZIV0046922281,3.3982737568498784
ZIV0034866417,3.9644494947045863
ZIV0034866340,0.18076217537920117
ZIV0034866629,6.245109558875926e-7
ZIV0034863078,0.19576551845183965
ZIV0034866449,3.964449494704586
ZIV0036295151,3.9644494947045863
ZIV0034866276,0.19576551845183965
ZIV0034866456,3.9644494947045863
ZIV0034866335,0.19576551845183965
ZIV0034863074,0.19576551845183965
ZIV0034916661,3.3982737568498784
ZIV0034866457,3.964449494704586
ZIV0034866620,5.580978107888728
ZIV0046922280,3.3982737568498784
ZIV0034866703,5.580978107888728
ZIV0034866627,5.580978107888729
ZIV0034866416,3.9644494947045863
ZIV0034866278,0.19576551845183965
ZIV0034863075,0.19576551845183965
ZIV0046922278,3.398273756849879
SAG0156201161,3.9644494947045863
ZIV0034863077,0.19576551845183965
ZIV0034866253,3.964449494704586
ZIV0034866334,0.19576551845183965
ZIV0046922273,3.3982737568498784
ZIV0034866624,5.580978107888728
SAG0145432047,5.580978107888728
ZIV0034866258,3.9644494947045863
ZIV0034866249,3.9644494947045863
ZIV0046922279,3.398273756849879
ZIV0034863070,0.19576551845183965
ZIV0036295149,0.19576551845183965
ZIV0034866275,0.19576551845183965
ZIV0034863111,0.18076217537920117
ZIV0034866277,0.19576551845183965
ZIV0034866329,0.19576551845183965
ZIV0034866250,3.9644494947045863
ZIV0034866256,3.964449494704586
ZIV0034866625,5.580978107888729
ZIV0034866708,5.580978107888729
ZIV0034866330,0.19576551845183965
ZIV0046922282,3.3982737568498784
ZIV0034866343,0.18076217537920117
ZIV0034866336,0.19576551845183965
ZIV0034866341,0.18076217537920117
ZIV0034866344,6.245109558875926e-7
ZIV0034866418,3.964449494704586
ZIV0046928845,3.964449494704586
ZIV0036288882,0.18076217537920117
ZIV0034866257,3.9644494947045863
ZIV0034866638,6.245109558875926e-7
ZIV0034866706,5.580978107888728
ZIV0034866339,0.18076217537920117
ZIV0034866255,3.9644494947045863
ZIV0034866453,3.9644494947045863
ZIV0046922277,3.3982737568498784
ZIV0036295158,3.3982737568498784
ZIV0034866630,6.245109558875926e-7
ZIV0034866333,0.19576551845183965
ZIV0034866619,5.580978107888729
ZIV0034866621,5.580978107888728
ZIV0034866270,0.22284251783561898
ZIV0034804299,6.6039376172112085
ZIV0034867019,4.837007581222107
SAG0155194846,4.837007581222107
ZIV0034867027,4.837007581222107
ZIV0034804304,6.6039376172112085
ZIV0036294482,4.837007581222107
ZIV0034804307,6.6039376172112085
ZIV0034866847,4.837007581222107
ZIV0034867021,4.837007581222107
ZIV0034804300,6.6039376172112085
ZIV0034804298,6.6039376172112085
ZIV0040359744,4.837007581222107
ZIV0034867026,4.837007581222107
ZIV0034804647,6.6039376172112085
ZIV0034867028,4.837007581222107
ZIV0034867020,4.837007581222107
ZIV0034867060,4.837007581222107
ZIV0034804302,6.6039376172112085
ZIV0034804306,6.6039376172112085
ZIV0034804641,6.6039376172112085
ZIV0034804303,6.6039376172112085
ZIV0034867062,4.837007581222107
ZIV0034867059,4.837007581222107
ZIV0040327194,4.837007581222107
?0003217935,6.6039376172112085
ZIV0034867022,4.837007581222107
ZIV0034804642,6.6039376172112085
ZIV0034867023,4.837007581222107
ZIV0036287894,6.6039376172112085
ZIV0034804301,6.6039376172112085
ZIV0034867065,4.837007581222107
ZIV0034867025,4.837007581222107
ZIV0036294473,4.837007581222107
ZIV0036287900,6.6039376172112085
ZIV0034867024,4.837007581222107
ZIV0034936742,4.837007581222107
ZIV0034804305,6.6039376172112085
ZIV0034866848,4.837007581222107
ZIV0034866860,0.18515298459762897
ZIV0034866806,0.18515298459762897
ZIV0034863405,0.1911373086001186
ZIV0034866779,0.20784334926413697
ZIV0034866958,3.572274821964077
ZIV0034866991,3.572274821964077
ZIV0040430857,10.491183617428371
ZIV0034863429,0.1911373086001186
ZIV0034863430,0.1911373086001186
ZIV0034866953,3.572274821964077
ZIV0034936279,0.18515298459762897
ZIV0036295110,0.20784334926413697
ZIV0034866716,0.20784334926413697
ZIV0034866718,0.20784334926413697
ZIV0036294435,14.999999869255511
ZIV0034866803,0.18515298459762897
ZIV0034866955,3.572274821964054
ZIV0036299739,0.18515298459762897
ZIV0034866861,0.18515298459762897
ZIV0034866804,0.18515298459762897
ZIV0034866715,0.20784334926413697
ZIV0034866717,0.20784334926413697
ZIV0036294437,0.20784334926413697
ZIV0034796004,10.491183617428359
ZIV0036294439,3.572274821964077
ZIV0034831969,10.491183617428371
ZIV0034866802,0.18515298459762897
ZIV0034866849,0.1911373086001186
ZIV0034866957,3.572274821964082
ZIV0034866799,0.18515298459762897
ZIV0034866997,3.572274821964082
ZIV0034866786,0.20784334926413697
ZIV0034866800,0.18515298459762897
SAG0145443412,0.18515298459762897
ZIV0034866714,0.20784334926413697
ZIV0034866787,0.20784334926413697
ZIV0034863434,0.1911373086001186
ZIV0034866859,0.18515298459762897
ZIV0036294440,3.572274821964134
ZIV0036294436,0.20784334926413697
ZIV0042302896,0.18515298459762897
ZIV0036299375,3.572274821964054
ZIV0034866867,0.18515298459762897
ZIV0034866862,0.18515298459762897
ZIV0034866709,0.20784334926413697
ZIV0034831970,10.491183617428371
ZIV0034866780,0.20784334926413697
